move_id,container_no_raw,move_time,facility,from_block,from_row,from_bay,from_tier,to_block,to_row,to_bay,to_tier,move_reason,equipment_id,operator_id
ac5175f3-86ff-4598-8333-40366c1803a1,HLCU6035828,2026-01-11T20:21:00.000000,CT03-A-01-1,A2,92,25,5,C2,64,29,5,SHIFTING,RTG41,OP8812
f6f57c90-4660-462c-a32d-5632c94733e3,TCNU8474451,2026-01-20T18:01:00.000000,CT01-A-12-1,A1,51,2,2,B2,44,37,5,INSPECTION,RTG16,OP9081
03ef7ece-229e-4bc4-b97d-c8533603cfff,TCNU8474451,2026-01-19T04:07:48.801514,CT04-B-10-3,B2,11,37,4,C1,95,14,4,REHANDLE,RTG36,OP5524
34ff11d2-7205-45e6-ae24-675617fba642,TCNU8474451,2026-01-14T22:40:37.261781,CT02-C-20-4,A1,57,5,5,A2,69,2,2,REHANDLE,RTG05,OP2079
7df27c87-b1d9-4072-b9b6-6355ea38c867,TCNU8474451,2026-01-20T03:29:31.457393,CT02-Yard-B,B2,77,35,2,C2,55,7,2,SHIFTING,RTG40,OP1452
c1cb6219-9dec-495d-b312-f074655d2067,TCNU8474451,2026-01-15T04:01:05.263556,CT02-C-20-4,B1,27,18,4,B2,12,3,2,REHANDLE,RTG14,OP7046
973152ed-ae86-4606-9405-a1b31e4f7476,PONU4521795,2026-01-16T00:50:00.000000,CT01-Yard-A,A1,79,26,1,B1,55,36,2,INSPECTION,RTG08,OP7836
ef28e6cc-6ec8-4f17-96bf-f7baf478f45e,PONU4521795,2026-01-12T19:35:10.740015,CT02-Yard-B,,96,5,1,,33,15,1,REHANDLE,RTG29,OP9930
54f5ed7a-ef5f-462b-bb44-4757945e0b44,PONU4521795,2026-01-16T00:50:00.000000,CT03-Depot,C2,96,3,4,A2,71,30,1,DELIVERY,RTG24,OP3370
20d9baa5-7512-434a-ba2a-bd75ea1c90d4,HLCU6386362,2026-01-09T16:45:41.198402,CT04-B-10-3,B2,97,27,2,B1,84,15,1,DELIVERY,RTG47,OP6271
e6544d34-2909-4027-a50c-f53462cbd381,HLCU6386362,2025-12-22T21:32:00.000000,CT01-Yard-A,A2,35,3,1,C1,95,10,1,REHANDLE,RTG46,OP5170
8993d66d-d321-4c45-abfe-b39638cb8a4f,HLCU6386362,2026-01-10T23:01:00.000000,CT02-Yard-B,C2,49,16,3,B1,92,17,3,RECEIVE,RTG89,OP5622
508a94a7-d950-4cf0-8226-07e3b06cf4db,HLCU6386362,2026-01-07T22:45:28.902415,CT01-A-12-1,,47,16,1,,59,30,4,INSPECTION,RTG18,OP3059
254fae8a-9abe-4628-851c-cb5bcc8fc344,PONU3048150,2025-12-30T12:15:00.000000,CT01-B-05-2,C2,94,25,2,A2,77,1,1,RECEIVE,RTG84,OP4248
f1c2cce7-4dea-4be1-9169-d36ec4f84f35,PONU3048150,2026-01-04T19:20:02.432648,CT04-Terminal,B1,34,7,2,B1,51,5,1,DELIVERY,RTG50,OP9233
714c0f6e-9bcb-47d3-9f72-086cbce6c0ff,PONU3048150,2026-01-11T15:51:00.000000,CT01-Yard-A,,12,9,1,,78,7,1,REHANDLE,RTG32,OP5641
69bff70a-3fbf-443b-8b78-0a71c32a2472,MSCU4267978,2026-01-21T02:46:03.696958,CT01-Yard-A,A2,33,40,2,C1,96,31,3,RECEIVE,RTG23,OP4720
7dfb24d6-c499-40fb-943b-1facad003a6a,MSCU4267978,2026-01-21T18:16:00.000000,CT02-C-20-4,B2,33,25,2,A1,55,33,4,RECEIVE,RTG72,OP8629
5e020094-37a7-44bc-b965-998655993623,MSCU4267978,2026-01-20T15:31:11.052756,CT04-B-10-3,C2,47,26,2,B2,95,23,3,SHIFTING,RTG76,OP1991
f429a069-e118-4fd5-a407-736f446daf17,MSCU4267978,2026-01-21T13:31:16.186486,CT01-Yard-A,B1,5,18,4,B2,63,35,1,SHIFTING,RTG20,OP5881
82d0368f-0fd5-4ce2-9d5c-c2d39f02c67f,CXDU9954047,2026-01-09T16:40:00.000000,CT04-Terminal,A2,49,40,3,C2,18,10,1,REHANDLE,RTG53,OP9381
fd1cffff-a9f8-4c55-951e-57e2605fdb62,CXDU9954047,2026-01-13T06:03:00.000000,CT02-C-20-4,C1,41,21,5,A2,57,32,2,INSPECTION,RTG14,OP9511
b5d7941f-1ac0-40c4-b18c-a943e1788c3b,CXDU9954047,2026-01-13T06:03:00.000000,CT02-Yard-B,B1,37,32,5,A1,6,20,5,REHANDLE,RTG10,OP4325
12775752-3a5a-4197-84ff-050b3aeb85ec,PONU1672586,2026-01-09T17:23:38.243948,CT04-B-10-3,B2,10,17,3,A2,68,5,4,REHANDLE,RTG05,OP1906
41d916d0-8fbe-445e-a779-381df5552f06,PONU1672586,2026-01-08T22:07:00.000000,CT04-B-10-3,,92,5,1,,48,26,3,INSPECTION,RTG91,OP7261
2c486aca-7218-423a-b3eb-3020a368ce69,PONU1672586,2026-01-10T02:37:00.000000,CT02-Yard-B,B2,31,24,2,C2,75,36,2,RECEIVE,RTG71,OP7453
f0b00ada-9201-4aad-ade9-c98683ca382f,MSCU7148103,2026-01-10T08:02:31.419175,CT01-Yard-A,A1,7,24,3,A2,63,38,5,DELIVERY,RTG92,OP8105
c2c288c0-e965-443c-af48-e86f3eccae39,MSCU7148103,2026-01-16T18:48:00.000000,CT03-A-01-1,A1,73,18,5,B1,16,1,1,REHANDLE,RTG60,OP7033
c3bb08e0-bee3-4428-b701-6070553bc3d0,MSCU7148103,2026-01-04T10:30:10.230204,CT04-B-10-3,B1,5,28,4,C2,90,7,3,INSPECTION,RTG45,OP2954
620dc72d-63ae-4e72-84c4-0531df1fdaa2,MSCU7148103,2025-12-25T13:36:00.000000,CT04-B-10-3,,46,14,4,,77,13,4,SHIFTING,RTG84,OP2566
b9a6a293-b206-43ed-a99b-222ffb8c7eaf,PONU3160201,2026-01-10T19:57:00.000000,CT01-Yard-A,,51,35,5,,50,37,1,DELIVERY,RTG38,OP8638
66795c71-3fb7-4393-8d90-e1bbf1491cc2,PONU3160201,2026-01-06T17:19:48.928086,CT04-B-10-3,B2,7,28,5,B2,25,21,4,REHANDLE,RTG25,OP9741
d282e8f3-36fb-4ee1-b355-a7bdf974f877,PONU3160201,2026-01-04T06:06:00.000000,CT04-B-10-3,B2,35,39,1,A2,21,18,4,REHANDLE,RTG42,OP5558
2d1f4d9d-8aec-40b0-b8d3-50cf579abaa1,PONU6272056,2026-01-22T08:12:00.000000,CT03-Depot,C1,27,36,3,B1,35,27,5,RECEIVE,RTG06,OP9597
cc07ddfb-48a1-44e7-b949-bddca6cc9df4,PONU6272056,2026-01-22T08:12:00.000000,CT01-Yard-A,A2,69,30,1,A1,44,37,1,DELIVERY,RTG99,OP9562
fa34efea-2a7e-40ef-b75c-eaf61c905bf7,TCNU5955702,2026-01-20T07:05:00.000000,CT04-B-10-3,C1,4,16,4,C1,33,27,3,RECEIVE,RTG42,OP8851
f5629783-6c3b-4ff3-bde9-a1bfe1fe48bb,TCNU5955702,2026-01-20T07:05:00.000000,CT04-B-10-3,B1,23,20,1,A2,89,20,2,RECEIVE,RTG87,OP8566
6655b101-19e7-449b-8bb7-636a6351caa9,TCNU9244522,2026-01-16T03:24:00.000000,CT01-A-12-1,A1,63,23,5,A1,6,9,3,SHIFTING,RTG56,OP7677
58a5fd62-51a2-4a2f-8154-7bebddb049ad,TCNU9244522,2026-01-15T07:51:00.000000,CT03-A-01-1,C2,76,31,3,B2,12,20,1,SHIFTING,RTG65,OP1829
ef10fd80-f64d-4d84-9211-1edea116e7df,TCNU9244522,2026-01-15T20:58:07.653791,CT02-C-20-4,C2,21,19,2,B2,77,23,3,RECEIVE,RTG06,OP1881
60eab816-6b99-462e-841b-4efd7bef3475,TCNU9244522,2026-01-15T23:52:11.101573,CT02-Yard-B,A2,92,24,4,B2,5,32,3,RECEIVE,RTG30,OP7759
07b1fd49-ce71-40e3-93ff-235b1a87e7b9,MSCU6772145,2025-12-23T18:46:00.000000,CT02-C-20-4,C1,17,7,1,B1,78,12,3,INSPECTION,RTG55,OP9270
f5d6f064-6a08-454b-b003-256366a9cede,MSCU6772145,2025-12-24T05:33:18.485937,CT04-Terminal,A1,12,28,1,A2,97,23,2,DELIVERY,RTG16,OP2222
34d4d09e-713d-4cf1-a22b-a094bae22b5a,MSCU6772145,2025-12-24T08:06:00.000000,CT01-Yard-A,C1,16,9,1,C2,36,14,4,INSPECTION,RTG98,OP3328
1cc139fb-66c4-46d6-a0ae-2034fca2dac0,MSCU6772145,2025-12-24T06:18:59.023049,CT04-B-10-3,A1,21,32,2,B2,7,28,2,INSPECTION,RTG81,OP5795
27bd8e5d-8701-43e4-aed7-e998e55f45a8,HLCU8173610,2026-01-05T08:18:00.000000,CT03-Depot,A2,10,1,5,B1,25,13,4,INSPECTION,RTG38,OP1343
7982202c-ad1c-4f93-aa64-72b671931f4f,HLCU8173610,2026-01-03T18:38:00.000000,CT04-B-10-3,C2,28,24,1,A2,96,40,2,INSPECTION,RTG85,OP3100
0082b2c6-f1eb-4d01-90c2-8f75ce0f74fd,HLCU4016056,2026-01-25T18:55:53.969661,CT03-A-01-1,B1,26,33,4,C2,83,32,1,INSPECTION,RTG01,OP4229
21ded8c0-f242-4cf9-b3d1-ac323a771f01,HLCU4016056,2026-01-20T18:36:57.474514,CT04-Terminal,C1,81,32,5,C2,79,36,3,DELIVERY,RTG77,OP2929
8379f5c8-0d24-4bd0-bbe1-d4e221ef82b2,HLCU4016056,2026-01-25T22:34:00.000000,CT01-Yard-A,B1,15,14,5,C2,26,11,3,INSPECTION,RTG95,OP8288
056d21b5-5c05-49d6-b4d0-83d4478eff9c,PONU5629594,2025-12-23T02:11:40.578379,CT03-Depot,C2,49,18,2,C2,54,29,4,RECEIVE,RTG30,OP6718
350f0604-8667-47ee-9b2e-a776745e9a6d,PONU5629594,2025-12-24T03:04:00.000000,CT03-A-01-1,C1,41,38,4,A1,51,23,4,REHANDLE,RTG17,OP1865
364c3d15-9761-45dc-a7de-6bf0aaa498ac,PONU5629594,2025-12-24T03:04:00.000000,CT02-Yard-B,A1,71,20,1,C1,50,17,1,SHIFTING,RTG28,OP6181
30b50f1f-1730-49c8-bc48-f0ffe598653e,PONU2318917,2026-01-15T07:00:47.716241,CT01-Yard-A,C1,22,5,1,A2,35,24,4,SHIFTING,RTG40,OP7052
d96ffb2e-26e0-484d-bc5b-5c23cdbd1f2f,PONU2318917,2026-01-14T11:04:00.000000,CT03-A-01-1,C2,74,15,3,C2,59,7,2,RECEIVE,RTG21,OP4588
e4f50acf-05ff-4128-b521-decbdb2da05a,PONU2318917,2026-01-16T20:01:20.759178,CT03-A-01-1,,22,39,2,,21,8,5,RECEIVE,RTG21,OP6479
1ecd24c2-a4a7-465b-8945-09ba50a84650,PONU2318917,2026-01-18T17:09:00.000000,CT02-C-20-4,A1,42,24,2,B1,40,8,4,INSPECTION,RTG23,OP4157
7ce1d93e-bbce-4b82-bcc6-f31a333e40a8,CXDU1503768,2026-01-09T01:40:00.000000,CT03-A-01-1,C1,12,10,1,A2,70,6,1,INSPECTION,RTG04,OP4986
8f3b0802-1a7d-4120-b116-c1d48b219fec,CXDU1503768,2026-01-09T01:40:00.000000,CT03-Depot,B2,86,25,5,C2,65,2,3,INSPECTION,RTG52,OP7205
c93144c2-df66-4a1f-b07a-6a234137552f,CXDU6258085,2026-01-11T03:47:56.070050,CT04-Terminal,B2,49,36,3,C1,91,1,1,RECEIVE,RTG60,OP9176
c2fc8920-59f0-45ff-a465-a1cfa0f7a8d2,CXDU6258085,2026-01-09T05:58:47.304461,CT01-A-12-1,A2,80,26,2,B1,38,16,4,DELIVERY,RTG46,OP3788
2302292d-ecea-442c-a0f3-5ddde06df0c5,CXDU6258085,2026-01-11T20:22:00.000000,CT01-B-05-2,A2,42,13,2,C2,1,30,4,SHIFTING,RTG62,OP2387
0fa20e2b-0d62-48c7-9bbb-0d22dfa2ab7c,MSCU2321623,2026-01-15T20:04:11.369851,CT02-C-20-4,C2,30,37,1,B2,51,6,3,RECEIVE,RTG59,OP9462
cb79a9de-10e4-462f-a76c-431b98399bf4,MSCU2321623,2026-01-16T06:19:46.177251,CT04-B-10-3,,8,19,1,,12,2,1,DELIVERY,RTG24,OP2025
9b35dbc0-bb09-459a-b34c-d2c62bf0ee01,MSCU2321623,2026-01-16T05:25:11.743540,CT01-B-05-2,,52,32,5,,61,18,3,SHIFTING,RTG95,OP5308
b3308915-a67b-4d9a-9f3d-cc799c87946e,MSCU2321623,2026-01-16T11:01:00.000000,CT02-Yard-B,C1,7,13,3,A2,72,10,5,RECEIVE,RTG10,OP6032
fde48b96-1e7f-4e0b-9992-b664738e7efe,CXDU6860891,2026-01-16T08:12:15.960099,CT03-A-01-1,C2,34,4,4,B1,81,33,1,REHANDLE,RTG97,OP9179
4b031152-b75b-47a1-9166-a50d39b49564,CXDU6860891,2026-01-15T23:49:42.446754,CT04-B-10-3,B2,74,6,5,B1,51,15,4,INSPECTION,RTG32,OP1736
12d71e03-6579-41ec-86bd-a7ca27488f85,CXDU6860891,2026-01-16T04:59:47.093563,CT02-Yard-B,B1,18,26,2,A2,53,4,4,RECEIVE,RTG90,OP8173
52fa8f03-730d-43ef-96dc-9bbffb4712a3,CXDU6860891,2026-01-16T09:07:00.000000,CT03-A-01-1,B1,11,2,4,A2,3,21,5,RECEIVE,RTG76,OP6112
53baba8a-37e2-43aa-b78b-bc3167a2dcf7,CXDU6860891,2026-01-16T09:07:00.000000,CT02-C-20-4,C2,2,6,2,A2,97,13,3,RECEIVE,RTG97,OP2909
7a8d72c5-25e3-430e-baf0-7ae0d33a4741,PONU3407731,2026-01-14T04:34:00.000000,CT03-A-01-1,B2,66,2,4,B1,82,25,3,INSPECTION,RTG40,OP8849
f6fa7726-bbb6-498e-af3c-cdb4b6f52abe,HLCU1860119,2025-12-28T22:25:00.000000,CT03-A-01-1,C1,76,17,1,A1,71,9,3,INSPECTION,RTG50,OP3961
5f04f696-2f33-48e8-9da8-75af471b8a1a,HLCU1860119,2025-12-19T10:43:00.000000,CT01-B-05-2,B2,67,39,5,B1,14,11,3,REHANDLE,RTG41,OP9162
c8759d52-99fe-46b8-b128-74e8f0011997,HLCU1860119,2025-12-24T06:34:13.078933,CT04-Terminal,B1,32,36,4,B1,27,26,4,SHIFTING,RTG08,OP7419
8550e988-ad0d-44bc-92bc-7250bbbf31e8,TCNU7293501,2026-01-11T17:58:00.000000,CT03-A-01-1,,71,34,2,,11,30,1,SHIFTING,RTG11,OP8183
e46984df-0625-402f-af1d-81cf97e021cf,TCNU7293501,2025-12-21T03:01:00.000000,CT03-A-01-1,B2,91,4,1,C1,14,39,5,RECEIVE,RTG41,OP1817
c4aed4b3-0ab3-43f0-861a-d5b565249b87,HLCU1340051,2026-01-05T14:50:00.000000,CT03-Depot,B1,1,12,2,A1,69,4,1,DELIVERY,RTG61,OP7738
5f84107a-fd9e-4382-8050-5017fc1c2e1b,HLCU1340051,2026-01-02T07:35:53.469008,CT04-B-10-3,A2,7,8,4,C2,13,20,4,SHIFTING,RTG54,OP4822
b8b2761e-501c-410c-9eb2-b6a2c909292c,HLCU1340051,2025-12-28T09:51:46.133342,CT01-Yard-A,B1,74,38,3,C2,54,31,1,INSPECTION,RTG85,OP3651
31360c59-4972-4cd1-adc6-a4bbddd62e14,HLCU1340051,2026-01-05T00:45:29.057591,CT01-Yard-A,A1,94,1,4,B1,67,23,2,SHIFTING,RTG62,OP4619
e34ffae3-ac89-4930-ac44-57f2b00f3f29,TCNU5924272,2026-01-10T01:55:59.492310,CT01-B-05-2,,58,24,1,,87,29,5,DELIVERY,RTG23,OP4405
089aad22-aaed-4405-aa00-7aa3ba48a1a2,TCNU5924272,2026-01-10T04:41:42.948089,CT01-B-05-2,C2,79,21,2,C1,5,38,2,SHIFTING,RTG72,OP5743
a8d02b8f-f465-468b-adce-92ff913a3298,TCNU5924272,2026-01-10T23:50:00.000000,CT03-A-01-1,A2,81,22,2,B2,11,27,2,DELIVERY,RTG65,OP4788
066b2fa2-c4fd-4035-b31c-4287c249eb26,TCNU5924272,2026-01-09T14:09:56.670899,CT04-Terminal,A1,94,30,5,C1,14,16,3,RECEIVE,RTG69,OP1218
25dab207-376e-4e45-8b89-88ac9fb2592c,HLCU9492324,2026-01-21T00:20:00.000000,CT02-C-20-4,B2,84,34,3,A2,48,19,4,INSPECTION,RTG94,OP4043
d7b31632-ce18-4414-a6b5-d5bcdf1348a9,HLCU9492324,2026-01-14T23:17:12.853025,CT03-A-01-1,C1,50,3,2,A1,99,27,4,SHIFTING,RTG35,OP5789
81e5ed8f-3ed2-411b-bc8f-54a9907ac1c6,HLCU9492324,2026-01-20T07:47:14.638171,CT03-Depot,A1,76,10,2,C1,59,17,5,RECEIVE,RTG17,OP9373
fdcdbebc-3679-4713-8b2b-a53bccd0fb6b,HLCU9492324,2026-01-21T00:20:00.000000,CT01-Yard-A,C2,67,13,3,B2,65,8,5,REHANDLE,RTG76,OP9970
32cd3b1a-d75d-4e86-9a63-0795c2aadcb5,HLCU9492324,2026-01-20T13:25:52.433347,CT01-B-05-2,B1,78,30,4,C2,18,22,5,RECEIVE,RTG84,OP6360
7004aeed-0d48-4abc-a689-2e7cb6495f5f,MSCU7408071,2026-01-06T11:50:00.000000,CT02-C-20-4,B2,24,29,1,B2,61,35,5,INSPECTION,RTG15,OP4650
40e69662-b808-4bed-af09-ad3ad61e8e2c,MSCU7408071,2026-01-15T14:03:00.000000,CT01-A-12-1,C1,34,17,2,C2,9,7,4,INSPECTION,RTG62,OP5962
8540bc6c-dd15-456a-85d4-d446e7ad4a63,MSCU7408071,2026-01-15T14:03:00.000000,CT04-B-10-3,A2,95,29,2,A2,66,5,3,INSPECTION,RTG19,OP7542
100615ee-d1c5-4c4e-8de0-8432ce998ed4,HLCU8995508,2026-01-04T13:27:00.000000,CT01-Yard-A,A2,13,11,4,A2,59,1,5,RECEIVE,RTG26,OP8522
462c58ac-95e7-4d4a-8c09-c219d94e82c7,HLCU8995508,2026-01-04T13:27:00.000000,CT02-C-20-4,B1,42,31,2,A2,48,28,3,INSPECTION,RTG45,OP6442
2c996d0c-4289-49b9-8035-7cb0356004ae,MSCU6376677,2026-01-06T04:07:00.000000,CT02-Yard-B,,35,21,4,,68,32,5,REHANDLE,RTG82,OP9510
21fcc772-65b6-4868-8474-1653d1d20cc3,MSCU6376677,2026-01-06T04:07:00.000000,CT02-Yard-B,B2,84,18,2,C2,34,6,4,REHANDLE,RTG90,OP2605
59eeba2a-37d9-4ea3-8f1b-5bc2523123e7,TCNU4280503,2026-01-22T13:15:47.077147,CT04-B-10-3,A2,57,30,2,B1,69,24,4,REHANDLE,RTG41,OP2827
1853613a-61ab-4645-bf25-5e314765e4bb,TCNU4280503,2026-01-22T21:13:00.000000,CT03-A-01-1,A1,41,7,2,A1,26,37,5,DELIVERY,RTG14,OP8855
63ae67a3-1472-4291-85d6-14188c030a77,TCNU4280503,2026-01-22T00:27:10.657397,CT01-A-12-1,B2,52,39,4,B1,42,39,4,DELIVERY,RTG71,OP8253
2bda8784-e4bf-445c-b32a-87a160deea51,CXDU5332295,2026-01-22T14:22:00.000000,CT04-Terminal,B2,31,8,4,B2,88,23,5,SHIFTING,RTG30,OP9639
e73f9229-e42b-4806-aa08-e3d7785f1a44,CXDU5332295,2026-01-22T14:22:00.000000,CT04-Terminal,C2,68,10,4,C1,50,12,3,RECEIVE,RTG46,OP4660
65573f81-1a0e-4da4-94ad-42d5e43820ba,HLCU2752345,2026-01-03T03:36:00.000000,CT04-Terminal,,92,17,1,,68,15,4,DELIVERY,RTG58,OP7472
8e2e181d-1d72-4a72-b22c-62c8a8ce7f24,HLCU2752345,2026-01-02T10:33:00.000000,CT01-B-05-2,B2,31,28,4,C2,87,9,1,SHIFTING,RTG41,OP6818
1005e19a-526d-490d-a943-401c00fb11e2,HLCU2752345,2026-01-03T03:36:00.000000,CT03-Depot,A1,69,33,3,C2,30,26,3,INSPECTION,RTG65,OP3119
72f21f59-7893-4379-9d45-2a706571ead7,MSCU8915834,2026-01-18T01:56:27.548506,CT04-Terminal,,26,39,5,,87,18,2,INSPECTION,RTG29,OP2113
f37a7076-2de6-4770-bf48-e67450791a72,MSCU8915834,2026-01-23T06:23:00.000000,CT02-Yard-B,C1,20,1,1,B1,17,19,3,INSPECTION,RTG66,OP9879
ec124fd2-6301-418e-8a0b-c1ee54e0939b,MSCU8915834,2026-01-23T06:23:00.000000,CT01-Yard-A,C1,65,11,1,A2,35,15,3,DELIVERY,RTG83,OP5217
